collection_id,account_id,call_attempts,recovery_amount
35142,11618,3,10102.62
35143,19624,1,38498.91
35144,18917,3,20327.34
35145,5339,2,12430.27
35146,11698,9,42531.11
35147,16097,2,11205.38
35148,10757,7,45010.26
35149,3361,9,23998.52
35150,13510,9,17103.86
35151,5645,3,41029.93
35152,1023,2,37250.99
35153,18329,6,19315.65
35154,8488,8,38940.03
35155,216,3,34778.93
35156,13008,6,34991.93
35157,5575,2,20615.22
35158,17715,3,48521.81
35159,3381,8,29933.54
35160,11520,4,5383.39
35161,15100,9,41523.71
35162,10152,1,31911.44
35163,7274,8,46967.96
35164,526,4,19513.65
35165,5414,1,20371.84
35166,19105,4,27347.94
35167,8354,6,49060.99
35168,6859,8,38724.36
35169,2813,3,44049.97
35170,7610,1,22797.61
35171,12885,5,47406.12
35172,11067,3,29803.87
35173,6303,8,22978.77
35174,9324,2,36494.35
35175,770,2,41907.04
35176,7578,1,15794.23
35177,5050,5,28018.71
35178,5676,5,515.79
35179,16367,6,23611.33
35180,5905,3,16832.34
35181,10335,8,36657.66
35182,13086,5,30057.44
35183,12478,6,44501.61
35184,10318,3,39656.23
35185,13590,7,45221.51
35186,10339,5,16727.96
35187,9482,3,29470.62
35188,5449,2,4440.76
35189,2525,5,19577.02
35190,17261,4,1246.32
35191,6483,7,6828.84
35192,5416,2,33840.36
35193,12541,5,45750.13
35194,3995,2,2625.49
35195,8334,7,8317.12
35196,19769,8,15615.38
35197,2554,6,8201.57
35198,4415,6,33471.14
35199,7802,8,46896.8
35200,14575,3,21373.28
35201,19043,9,44080.97
35202,14929,5,6960.24
35203,11489,3,34199.0
35204,14537,8,39070.62
35205,16981,3,35650.33
35206,1674,9,42193.32
35207,6170,7,40306.01
35208,1764,3,45726.24
35209,15190,9,11644.96
35210,18547,4,6169.26
35211,2892,1,32374.89
35212,11479,4,614.4
35213,4656,5,2873.49
35214,11076,3,22473.11
35215,1064,2,41629.55
35216,7655,2,38926.1
35217,11588,2,19091.16
35218,17649,1,43286.37
35219,16448,2,8541.16
35220,493,4,20752.52
35221,10350,7,37771.05
35222,15075,8,2988.41
35223,8267,4,38931.07
35224,6548,7,28540.5
35225,157,5,36622.66
35226,2190,6,19714.97
35227,2432,3,3157.28
35228,16891,6,26244.23
35229,10394,6,8855.38
35230,10899,6,44406.91
35231,1450,2,48807.82
35232,16025,1,37707.07
35233,8641,7,15448.58
35234,7750,1,46605.36
35235,14503,6,5246.99
35236,10168,8,43689.18
35237,9762,5,38837.61
35238,12418,5,27495.19
35239,1381,7,38981.54
35240,17624,3,39910.86
35241,3212,6,36946.2
35242,13754,6,6913.08
35243,12493,4,35420.52
35244,17393,8,31313.51
35245,82,8,33703.12
35246,4385,8,45973.26
35247,3518,8,44864.48
35248,1191,2,36723.78
35249,12788,7,14575.89
35250,11164,5,27111.25
35251,10362,2,48677.92
35252,1706,2,49547.99
35253,10457,1,29916.17
35254,9127,1,49683.03
35255,11488,3,1394.36
35256,5763,4,11811.17
35257,5123,9,29733.94
35258,6087,4,34663.91
35259,14744,1,40788.63
35260,4485,8,19163.38
35261,13365,6,10211.97
35262,4659,7,21442.1
35263,17852,9,25885.51
35264,4091,3,13934.44
35265,16488,1,17537.34
35266,680,1,14047.3
35267,7015,4,22820.37
35268,386,6,10287.12
35269,16741,4,45990.83
35270,4671,1,42289.18
35271,18607,8,14043.06
35272,13419,8,7531.99
35273,15327,2,32501.39
35274,12200,8,36111.11
35275,11494,6,18690.71
35276,13981,4,18303.21
35277,13871,1,27179.48
35278,18452,9,5776.75
35279,11401,4,2417.55
35280,7241,1,22205.05
35281,4537,5,23391.04
35282,9684,3,24961.54
35283,18900,4,25751.86
35284,15841,2,20518.21
35285,5893,1,14250.01
35286,18768,9,44520.46
35287,7590,2,18405.43
35288,14793,4,8896.55
35289,2039,5,34655.82
35290,16572,9,47299.72
35291,1531,5,43253.88
35292,13968,9,2995.91
35293,14834,7,41397.26
35294,11059,1,43595.97
35295,13254,5,35170.63
35296,18075,9,44396.87
35297,8174,3,35646.93
35298,4097,5,3249.82
35299,19501,1,44564.63
35300,16857,1,31795.02
35301,2019,3,37317.37
35302,8613,5,15873.54
35303,6595,3,36823.46
35304,12171,6,48425.97
35305,15401,3,32511.05
35306,14052,9,48601.78
35307,18148,6,24401.85
35308,10459,6,38264.56
35309,9190,2,28241.72
35310,4892,6,35821.4
35311,18549,7,1999.81
35312,18876,7,38502.11
35313,8785,9,35816.84
35314,1111,4,40789.67
35315,16332,9,1467.02
35316,6629,3,12661.48
35317,9803,8,48077.97
35318,10172,1,28272.58
35319,7228,5,5078.9
35320,7060,7,24343.88
35321,17182,1,16195.1
35322,14355,4,42003.59
35323,2634,6,37176.23
35324,6738,3,6743.89
35325,12300,1,25495.7
35326,18498,3,14630.26
35327,11514,4,40214.21
35328,1741,8,44988.25
35329,6755,7,27788.61
35330,13257,7,17562.86
35331,8357,5,14301.79
35332,4277,9,17498.3
35333,18567,6,37955.18
35334,8785,1,42605.62
35335,11647,2,35293.76
35336,7224,6,17266.12
35337,6727,2,35271.26
35338,12572,1,23594.12
35339,4271,3,16864.94
35340,2964,5,14318.56
35341,6820,6,37951.75
35342,19930,1,46991.39
35343,8182,9,16488.12
35344,6593,7,4797.12
35345,11415,2,37128.47
35346,9739,5,40040.41
35347,7512,7,26189.0
35348,18969,5,8803.24
35349,7586,4,23515.16
35350,10509,5,25353.88
35351,7376,4,33859.2
35352,992,2,28505.35
35353,6186,6,41719.26
35354,3088,1,37874.64
35355,4184,9,28201.38
35356,6221,3,5182.65
35357,19248,5,37282.38
35358,2513,2,7965.97
35359,16685,4,22602.07
35360,13433,6,40639.85
35361,6954,4,25516.29
35362,16641,1,38216.51
35363,10545,7,35530.62
35364,6779,3,4255.86
35365,14554,5,29224.31
35366,18186,7,12893.99
35367,5093,1,2741.37
35368,13220,7,27441.2
35369,6115,8,9661.25
35370,13881,4,27375.94
35371,8475,9,49483.33
35372,9281,2,6448.56
35373,2138,9,24380.81
35374,17440,3,46087.96
35375,9,8,32797.63
35376,18135,6,3731.03
35377,3579,6,15733.81
35378,15342,2,24763.99
35379,2300,4,3470.15
35380,10690,7,21110.8
35381,15186,4,17069.63
35382,1841,2,28695.16
35383,19849,4,16515.94
35384,16344,3,41807.04
35385,853,9,4986.82
35386,489,7,23108.59
35387,10335,7,32053.91
35388,13778,4,3000.33
35389,2292,8,7606.62
35390,19163,1,27896.96
35391,1088,7,9891.6
35392,3259,3,30292.81
35393,3264,2,1666.34
35394,14458,2,44469.48
35395,12515,9,32047.54
35396,4170,8,28599.64
35397,19007,5,48440.01
35398,18883,6,29526.03
35399,16365,3,33028.79
35400,2084,5,5434.94
35401,13606,7,15834.82
35402,5284,3,44138.85
35403,722,4,32651.21
35404,2120,1,34486.22
35405,8714,1,8209.33
35406,3801,2,24522.04
35407,1641,5,43117.13
35408,9450,7,18231.05
35409,15600,2,30065.79
35410,19658,2,13066.04
35411,1763,5,28430.45
35412,12308,1,37066.82
35413,6675,3,7961.08
35414,12323,1,31143.39
35415,5181,4,12004.35
35416,7426,9,40146.71
35417,17791,4,19216.1
35418,8893,8,41923.01
35419,10101,3,4152.8
35420,18486,6,28037.75
35421,3622,2,41242.65
35422,7529,6,927.6
35423,5870,1,30869.0
35424,18823,5,17490.41
35425,7490,4,48613.86
35426,2917,1,21326.42
35427,18277,6,31876.93
35428,399,7,18098.59
35429,3970,4,48298.17
35430,19968,2,12962.55
35431,13250,9,12833.35
35432,14143,4,39735.44
35433,4504,7,36085.26
35434,12871,1,4754.22
35435,14051,1,49254.36
35436,6380,2,46324.71
35437,18675,6,18798.15
35438,200,3,15487.85
35439,5173,9,37179.38
35440,19796,4,43349.26
35441,1481,6,42530.88
35442,16331,5,22845.06
35443,17183,5,25447.25
35444,17279,9,11462.32
35445,3590,4,42997.47
35446,12470,8,15424.26
35447,8474,1,41818.93
35448,7551,9,22361.76
35449,2642,8,25288.58
35450,1946,5,36186.79
35451,288,3,29139.73
35452,12827,3,46827.02
35453,5791,9,2368.22
35454,3180,1,28275.02
35455,2741,9,46288.31
35456,10994,3,24372.12
35457,3105,1,8290.99
35458,1856,4,21514.83
35459,18200,2,43362.6
35460,11702,8,35862.43
35461,13868,1,46260.63
35462,14748,6,8736.42
35463,13143,8,19548.11
35464,19139,1,17797.47
35465,11151,5,23391.28
35466,1106,6,43904.85
35467,14532,8,26127.45
35468,1670,1,24207.8
35469,6680,7,9083.8
35470,9770,4,42455.4
35471,18155,1,45495.54
35472,12262,7,40830.83
35473,14546,1,45769.0
35474,18984,9,13265.24
35475,17024,8,32669.41
35476,7991,3,21351.25
35477,7685,2,48287.18
35478,607,1,14073.14
35479,7918,3,23588.88
35480,18531,8,40960.29
35481,8572,4,5557.2
35482,14726,4,24023.86
35483,240,1,37046.92
35484,12965,6,14592.22
35485,1790,2,43521.41
35486,13281,9,28396.41
35487,12235,2,8172.17
35488,19376,2,41561.68
35489,1858,9,41039.33
35490,15829,9,38495.56
35491,5242,2,28534.22
35492,4408,5,23414.99
35493,10133,4,41696.08
35494,9860,4,16748.61
35495,11197,2,19286.89
35496,1365,5,15748.53
35497,12858,9,32411.77
35498,11385,1,30950.92
35499,18692,8,9412.27
35500,12846,7,18170.35
35501,18612,6,8649.94
35502,5300,9,23402.38
35503,19765,5,31265.58
35504,19390,5,12093.47
35505,17759,4,2167.76
35506,10799,7,10095.06
35507,436,1,5795.35
35508,18088,7,42046.79
35509,19312,2,11580.62
35510,12194,9,40790.52
35511,12830,5,47039.35
35512,5557,6,45063.98
35513,12207,7,11928.17
35514,7841,8,42372.93
35515,14105,8,36896.53
35516,15508,8,25743.55
35517,17021,2,17592.05
35518,1303,3,2546.07
35519,1723,7,19465.63
35520,8026,1,34156.95
35521,6814,5,33889.2
35522,7177,2,31338.44
35523,13370,2,38579.76
35524,8838,8,30940.72
35525,11005,1,40634.08
35526,14201,1,30431.73
35527,5989,6,17664.39
35528,15026,2,6709.62
35529,2600,4,27625.4
35530,15598,4,49660.13
35531,1669,6,41807.62
35532,6652,2,17421.78
35533,18950,8,32950.24
35534,8010,8,34103.58
35535,3426,9,4688.59
35536,14181,9,29055.69
35537,14570,2,39237.54
35538,447,1,13632.72
35539,6891,2,21089.57
35540,6787,2,44243.02
35541,2974,7,27290.53
35542,15656,4,12371.33
35543,19131,3,12766.41
35544,7852,9,43785.44
35545,9073,5,14597.03
35546,6620,6,9698.79
35547,4080,9,21500.29
35548,10837,9,33286.19
35549,4470,1,33422.95
35550,13123,7,14241.12
35551,18696,7,34420.25
35552,9965,7,21321.74
35553,17463,5,46712.7
35554,15750,7,42452.94
35555,16733,3,20848.0
35556,5734,1,47191.01
35557,1380,3,19297.02
35558,14393,6,25470.15
35559,511,1,43564.69
35560,13170,3,12740.66
35561,14189,2,32128.56
35562,8889,7,41259.23
35563,8294,4,2682.22
35564,11030,5,30545.98
35565,714,1,41720.48
35566,6125,8,39096.44
35567,3260,9,29507.3
35568,9802,5,42176.65
35569,4740,9,16429.31
35570,2716,2,42452.75
35571,15161,5,5135.54
35572,7365,1,46200.72
35573,5046,8,12849.14
35574,2500,4,34038.67
35575,4646,2,47754.83
35576,12479,8,46348.49
35577,5291,2,39656.02
35578,11241,8,6433.48
35579,3431,5,46675.95
35580,7255,5,6807.24
35581,2073,8,26014.91
35582,8467,9,26185.34
35583,7992,2,28783.08
35584,1037,1,41598.49
35585,3527,8,39456.13
35586,14507,4,16417.54
35587,12351,9,9229.05
35588,17131,5,13043.17
35589,13503,9,10887.62
35590,11881,3,34464.77
35591,4310,2,8508.95
35592,7607,5,25827.23
35593,7199,8,18196.49
35594,3191,7,35700.83
35595,11983,9,47583.13
35596,18035,2,15655.34
35597,18131,7,20904.28
35598,11749,1,30187.83
35599,6050,4,28184.97
35600,7360,9,21683.61
35601,8364,6,25563.21
35602,15279,1,12030.81
35603,13447,1,34683.24
35604,13818,1,10327.44
35605,16922,6,30001.65
35606,17197,6,47876.6
35607,5324,6,4343.78
35608,698,7,18397.11
35609,1403,7,33261.78
35610,1162,5,38256.21
35611,18191,8,34479.14
35612,2467,3,33109.07
35613,14871,8,41342.07
35614,16804,7,20535.41
35615,5376,5,1825.18
35616,18696,3,42590.27
35617,18397,6,39323.13
35618,14435,8,46429.61
35619,8189,3,47509.33
35620,2752,6,21423.03
35621,17911,8,41023.31
35622,15648,9,9633.93
35623,9009,9,2458.44
35624,14392,8,40154.81
35625,12092,9,33375.88
35626,8864,6,16295.33
35627,7695,7,49396.92
35628,6565,4,3892.22
35629,2660,3,8432.57
35630,6128,3,19886.18
35631,6002,6,3193.3
35632,12016,4,5539.71
35633,7669,4,48859.46
35634,4316,5,27745.8
35635,14956,1,6254.6
35636,14072,4,19142.21
35637,9091,4,3504.27
35638,6696,9,48024.35
35639,13121,1,11082.13
35640,15456,1,43303.62
35641,19963,5,19839.37
35642,4779,1,9301.55
35643,15103,3,41614.43
35644,8527,7,41306.51
35645,16272,6,31421.82
35646,7364,2,30131.18
35647,15757,5,25729.04
35648,8006,3,8400.51
35649,18595,9,2535.08
35650,1133,5,28077.65
35651,11809,4,30449.06
35652,1269,6,2695.48
35653,8694,8,11168.16
35654,15590,9,44002.66
35655,4920,2,38728.55
35656,4004,3,29058.27
35657,1914,9,16132.94
35658,10448,6,1725.91
35659,16137,4,8434.73
35660,6669,7,17520.65
35661,10948,4,30496.48
35662,19671,1,21039.5
35663,1519,9,23476.97
35664,10667,6,24540.06
35665,13376,1,48743.05
35666,14919,8,17219.26
35667,595,8,49535.33
35668,2640,9,41264.84
35669,7721,2,35667.74
35670,14882,1,13260.59
35671,2602,4,36485.07
35672,16904,1,36065.28
35673,1693,7,13089.37
35674,12297,4,45174.44
35675,2040,6,8804.89
35676,12268,6,5638.27
35677,1226,1,41917.33
35678,132,9,2414.87
35679,19483,6,48993.21
35680,2140,6,39992.09
35681,18611,3,46305.58
35682,4299,2,11291.48
35683,18768,9,27065.88
35684,3551,6,5852.68
35685,6400,2,1287.55
35686,1492,1,47842.41
35687,12594,7,22112.95
35688,7972,8,5023.79
35689,7534,8,4922.5
35690,5377,9,9338.17
35691,9235,5,26444.26
35692,13677,1,49915.72
35693,15322,8,20538.41
35694,527,6,24456.83
35695,194,3,39336.08
35696,8964,3,24409.17
35697,3517,4,21062.65
35698,7144,6,39250.8
35699,8532,3,14052.42
35700,4058,8,42503.18
35701,7235,9,19402.68
35702,11859,2,12395.44
35703,6734,8,43696.27
35704,6035,8,38110.97
35705,2103,8,49022.54
35706,11593,1,23727.7
35707,13393,5,3086.11
35708,16852,5,13699.39
35709,13362,6,38305.12
35710,13061,9,4610.9
35711,1695,2,39863.64
35712,2865,6,3369.55
35713,13628,8,21033.91
35714,5526,5,4658.76
35715,19062,3,18863.17
35716,14306,7,24051.85
35717,19893,4,26939.5
35718,12429,3,9195.17
35719,16518,9,1207.78
35720,12326,6,20535.74
35721,2860,2,34811.26
35722,11279,4,47269.89
35723,9664,4,880.13
35724,3975,8,33423.93
35725,13665,1,18116.22
35726,11819,5,31243.6
35727,14251,4,14576.26
35728,4725,3,41845.44
35729,14340,5,45614.18
35730,819,2,26703.47
35731,9938,2,25291.75
35732,18471,7,47371.82
35733,5281,5,24231.6
35734,5889,5,29194.9
35735,10823,3,20346.15
35736,9062,7,19309.85
35737,12022,2,11839.91
35738,4679,4,13443.55
35739,14539,6,36304.4
35740,14379,9,28266.85
35741,12671,2,29076.6
35742,15709,1,37804.19
35743,19402,1,22895.61
35744,11174,8,16227.71
35745,8589,1,26212.75
35746,16397,7,43573.19
35747,3509,3,49942.73
35748,2897,4,32450.38
35749,4063,5,11579.59
35750,14157,1,31088.44
35751,2193,6,40485.38
35752,17214,2,49641.35
35753,7362,9,34406.18
35754,12811,6,29513.27
35755,13075,2,11290.2
35756,9347,8,40600.11
35757,10980,7,34899.37
35758,18763,2,31948.23
35759,7191,8,24382.49
35760,1268,9,45857.47
35761,15691,4,15240.85
35762,4453,7,47237.91
35763,4924,7,16857.3
35764,16274,7,37661.34
35765,3405,1,10518.2
35766,19041,6,48659.71
35767,7964,6,5657.55
35768,624,6,35514.38
35769,10294,3,12055.21
35770,10823,3,23133.61
35771,18069,7,1328.08
35772,18322,2,18502.82
35773,15707,6,32252.11
35774,13940,1,9859.53
35775,9672,6,6270.8
35776,12667,6,8979.14
35777,11825,9,18769.22
35778,2354,4,28450.44
35779,8118,7,47763.37
35780,13063,2,31049.66
35781,12123,2,14077.18
35782,12201,5,44002.1
35783,16831,6,44631.69
35784,14033,4,9053.42
35785,571,5,1338.59
35786,3943,5,8901.02
35787,9721,2,38363.41
35788,19851,9,32731.19
35789,12063,2,4511.42
35790,6968,2,31211.26
35791,17655,3,28466.81
35792,5572,7,9424.54
35793,18471,8,37960.42
35794,3114,4,43371.87
35795,593,6,29596.68
35796,3573,3,35308.66
35797,4801,9,23526.44
35798,587,3,7880.49
35799,4800,9,34525.17
35800,7352,3,20806.2
35801,8525,2,30451.73
35802,18463,7,16287.17
35803,7452,2,36134.02
35804,15648,5,47238.71
35805,18147,6,20739.73
35806,19759,1,10838.7
35807,7776,7,40817.25
35808,7069,2,10674.12
35809,2706,7,15019.84
35810,10239,6,48294.36
35811,115,8,2340.52
35812,7598,8,22432.34
35813,4797,1,14317.51
35814,12904,2,30551.5
35815,11034,5,1033.38
35816,6006,1,11057.42
35817,11437,3,48736.22
35818,4810,3,28554.66
35819,12579,3,47082.7
35820,15508,2,4418.36
35821,7839,1,5179.31
35822,19952,2,35195.68
35823,6756,6,10665.85
35824,14750,7,16953.99
35825,17384,9,49085.0
35826,4934,5,4410.12
35827,2390,3,3319.35
35828,4330,8,35633.99
35829,9823,2,43189.93
35830,6702,5,42540.31
35831,623,2,22430.13
35832,9175,9,28391.19
35833,18128,4,9280.28
35834,2475,3,14167.54
35835,5729,9,13611.02
35836,18489,2,10151.09
35837,1239,4,37650.66
35838,12834,5,33628.97
35839,4433,4,927.3
35840,9023,7,19002.54
35841,11998,9,47859.89
35842,14429,4,607.46
35843,2786,9,9890.87
35844,4777,2,11453.8
35845,11675,7,32758.48
35846,2745,2,8304.39
35847,591,7,28333.73
35848,4210,4,45498.85
35849,18459,6,9262.25
35850,11192,9,36436.83
35851,18625,5,39539.13
35852,5836,6,17322.69
35853,11361,9,20766.76
35854,18707,4,4941.34
35855,1644,8,11068.64
35856,5330,3,40163.42
35857,18238,9,34375.29
35858,18531,3,34241.21
35859,18377,4,14710.85
35860,9962,8,31767.16
35861,14281,9,29533.77
35862,14485,9,1146.25
35863,4661,1,810.65
35864,9267,8,37130.3
35865,7956,9,31737.62
35866,15107,9,49553.42
35867,4473,2,49870.75
35868,4336,1,7105.85
35869,14252,6,11039.99
35870,6827,7,2743.94
35871,995,4,46830.95
35872,1074,7,46373.94
35873,12678,2,31220.36
35874,8516,9,31437.07
35875,1764,8,35538.18
35876,10522,4,28571.24
35877,13867,1,3042.16
35878,14400,9,37061.03
35879,2743,5,48297.48
35880,12067,8,34171.94
35881,5152,7,3347.54
35882,205,6,8791.94
35883,7452,2,33753.42
35884,14077,9,12631.73
35885,17662,9,27755.59
35886,13524,1,12087.46
35887,4042,1,20099.05
35888,15476,7,20279.31
35889,2962,3,12468.35
35890,6547,7,8531.94
35891,11237,5,38056.32
35892,16456,2,24886.83
35893,10777,4,33780.43
35894,8122,3,9566.8
35895,3599,9,16171.44
35896,3409,1,3864.3
35897,11399,4,21686.2
35898,16982,4,28775.86
35899,11622,1,18540.24
35900,17703,8,36668.7
35901,14612,5,37455.29
35902,16399,6,35435.01
35903,6901,3,17545.01
35904,14200,8,33688.72
35905,15822,2,32392.15
35906,4109,5,26059.62
35907,4820,2,32303.61
35908,4536,9,6064.2
35909,4948,6,35981.84
35910,14539,7,14857.62
35911,10143,4,48740.76
35912,12133,4,30874.09
35913,14042,9,42673.42
35914,13020,4,35370.35
35915,310,4,40466.56
35916,6808,2,1591.7
35917,9029,4,44369.56
35918,9633,1,46294.36
35919,2656,4,2191.0
35920,17510,3,17125.56
35921,6121,9,49678.34
35922,2748,3,2639.02
35923,6413,3,26701.6
35924,1009,7,13807.26
35925,15159,3,15319.72
35926,4693,2,9909.05
35927,16086,3,2066.0
35928,12737,4,6614.19
35929,11802,9,34598.26
35930,4284,4,21279.24
35931,12229,2,45187.76
35932,10998,1,40318.92
35933,1523,3,31990.13
35934,967,3,3969.54
35935,807,2,44726.57
35936,13934,1,33573.16
35937,4905,9,16583.93
35938,11910,8,30022.33
35939,11325,9,18756.56
35940,4674,2,33949.34
35941,12271,3,36011.8
35942,9431,2,13333.92
35943,9397,7,546.1
35944,18516,2,18824.85
35945,13709,7,25034.66
35946,18848,7,6485.73
35947,1533,2,47531.53
35948,17888,6,26218.84
35949,2990,8,6124.72
35950,4498,1,40672.92
35951,8523,3,11139.13
35952,19714,3,34488.18
35953,1858,1,4570.82
35954,17044,4,18019.16
35955,18808,1,49606.88
35956,12745,7,6236.72
35957,21,6,24743.19
35958,3351,2,34086.61
35959,14636,2,44623.94
35960,15933,9,44640.5
35961,3685,4,18832.11
35962,6118,3,24902.5
35963,12783,9,30710.68
35964,3703,1,5907.72
35965,12848,3,14033.51
35966,4121,3,47428.94
35967,2086,5,37684.51
35968,13097,9,15027.44
35969,15590,2,16743.06
35970,11352,5,20161.58
35971,990,8,40620.45
35972,18955,1,49136.33
35973,7439,2,46549.0
35974,14814,1,38069.88
35975,427,8,37944.59
35976,11504,2,25369.11
35977,11528,5,4709.07
35978,13174,8,44391.2
35979,13494,5,17636.51
35980,1826,8,27319.64
35981,7184,1,8379.01
35982,8807,9,18513.97
35983,6320,3,29658.57
35984,5129,5,32358.37
35985,6069,8,40642.44
35986,7902,5,41270.98
35987,7214,5,22158.27
35988,11956,6,10171.73
35989,2464,3,28510.2
35990,122,7,29956.09
35991,18816,1,35734.14
35992,14323,9,44125.32
35993,12403,5,42873.81
35994,11461,8,31598.83
35995,10053,1,36884.03
35996,9989,9,48919.94
35997,815,3,23816.7
35998,19532,7,19353.74
35999,2591,2,17614.1
36000,3396,5,22740.0
36001,18751,8,44257.44
36002,7650,8,15535.99
36003,19600,2,35946.28
36004,13646,3,10472.78
36005,8491,9,5353.42
36006,7759,9,1351.89
36007,5418,6,40518.48
36008,18090,9,10620.68
36009,9323,8,32954.7
36010,9655,6,34508.43
36011,17447,3,36172.66
36012,12023,5,8960.36
36013,11077,6,4459.73
36014,8056,7,19501.07
36015,1227,6,32876.42
36016,40,3,32571.21
36017,18989,2,34620.22
36018,8406,3,34545.86
36019,13220,8,32705.97
36020,4493,3,32836.55
36021,6162,2,27884.9
36022,5070,3,49631.88
36023,941,6,14156.19
36024,2729,9,25065.79
36025,15302,8,35970.97
36026,16662,3,35047.18
36027,10677,2,22401.27
36028,15444,9,33944.93
36029,18838,2,42361.5
36030,12936,5,9511.35
36031,14992,7,47763.64
36032,2255,3,13054.52
36033,3074,4,49050.27
36034,10763,6,686.4
36035,642,6,861.35
36036,9511,1,17798.09
36037,9749,2,38259.09
36038,12774,8,2946.84
36039,19783,3,27415.69
36040,14445,2,49962.95
36041,8785,5,2091.67
36042,16256,3,13952.65
36043,17541,2,49881.16
36044,2854,6,23747.36
36045,13880,2,23808.54
36046,6959,5,3491.93
36047,7552,7,30761.88
36048,12106,7,34240.51
36049,3337,9,24827.56
36050,791,7,26554.31
36051,11185,3,9740.32
36052,13895,6,17088.61
36053,17441,7,1007.23
36054,9700,8,691.97
36055,18381,7,18207.18
36056,10362,8,19691.32
36057,15462,8,1720.29
36058,12197,1,9171.85
36059,8658,6,1994.37
36060,12636,9,44527.08
36061,2317,7,5593.11
36062,4335,2,12172.42
36063,5070,2,44273.87
36064,14233,5,44288.38
36065,19866,6,35403.34
36066,3410,8,963.71
36067,11416,1,1506.78
36068,12587,1,30558.47
36069,18934,6,14573.17
36070,611,3,41010.13
36071,7737,2,5496.46
36072,2512,6,17252.45
36073,14661,4,19193.6
36074,15096,3,5685.03
36075,7748,3,1276.65
36076,17352,2,25973.82
36077,293,4,27982.92
36078,16819,4,23771.31
36079,5399,3,8481.8
36080,3142,3,11477.82
36081,8883,9,23771.15
36082,9358,4,16937.36
36083,3897,8,31841.32
36084,19651,4,30020.75
36085,11576,3,39945.86
36086,168,7,31146.98
36087,4577,4,27042.13
36088,3496,4,29903.81
36089,19390,8,41594.8
36090,9811,5,49312.4
36091,12489,5,5959.58
36092,16133,8,44629.94
36093,11461,8,40314.8
36094,7384,3,21156.77
36095,10431,8,41878.42
36096,19623,7,16419.24
36097,7575,2,6582.5
36098,6341,3,14272.93
36099,12688,6,43028.79
36100,16407,1,25009.73
36101,19081,2,14678.63
36102,838,1,38589.18
36103,15601,4,35757.26
36104,14139,9,22932.69
36105,15624,8,44940.17
36106,10513,4,11772.57
36107,19021,5,24361.86
36108,14026,7,40603.92
36109,7265,1,19606.8
36110,15516,9,16802.74
36111,17492,1,31251.43
36112,4177,9,19871.39
36113,14907,3,18885.97
36114,422,6,39733.92
36115,19413,3,5700.2
36116,4378,5,5807.86
36117,9203,9,4837.6
36118,49,2,32182.75
36119,12467,2,21748.62
36120,3580,6,45458.58
36121,4412,5,22039.58
36122,9423,8,9293.67
36123,15607,7,35267.58
36124,7574,3,26728.66
36125,3357,1,16965.05
36126,16830,6,6650.83
36127,15930,5,49612.91
36128,9116,5,18314.06
36129,12070,2,41798.8
36130,7040,8,26812.74
36131,18371,9,47761.47
36132,1240,2,25534.78
36133,12643,7,28182.12
36134,19451,1,9358.52
36135,7995,9,7675.24
36136,12230,9,23112.51
36137,19518,9,14367.5
36138,18297,8,24622.5
36139,17639,5,35650.96
36140,1988,4,34305.9
36141,18045,3,32569.09
36142,4490,8,5647.58
36143,793,8,4794.66
36144,7695,5,11764.24
36145,8074,8,3800.72
36146,2100,8,10176.45
36147,17291,4,25483.08
36148,13480,3,30199.96
36149,16604,3,1968.85
36150,4575,7,41019.02
36151,2400,1,36891.58
36152,19117,9,29947.79
36153,16442,7,3776.87
36154,8156,6,41830.67
36155,12842,6,24720.76
36156,6027,1,7436.84
36157,1412,1,14079.56
36158,5393,6,33841.92
36159,2310,3,13282.65
36160,6839,4,33879.66
36161,10260,1,24432.41
36162,18614,5,37308.41
36163,14599,2,19349.67
36164,6745,7,16859.31
36165,10549,2,38548.57
36166,17125,8,26690.58
36167,5254,1,35474.04
36168,9654,1,29697.78
36169,6621,5,833.35
36170,8974,9,43952.72
36171,19073,8,48915.78
36172,15011,6,44038.43
36173,15465,4,23585.25
36174,16615,3,26459.99
36175,17648,3,46729.51
36176,2834,1,1701.31
36177,17057,9,4163.28
36178,14567,7,35234.74
36179,16719,2,47281.83
36180,8149,1,13954.45
36181,11978,3,34768.65
36182,15655,8,36991.06
36183,17122,8,14006.05
36184,11633,3,31977.78
36185,14460,5,13352.34
36186,9213,4,28722.19
36187,11759,3,43059.65
36188,14344,7,46355.34
36189,3008,1,41641.41
36190,11453,8,3035.14
36191,13126,2,10240.42
36192,13379,2,25487.76
36193,4389,8,41572.49
36194,9810,7,22006.62
36195,1307,4,31151.75
36196,17876,4,25204.83
36197,18916,4,18547.33
36198,8239,1,36263.1
36199,14292,8,23260.96
36200,13491,6,43115.24
36201,11601,3,6240.83
36202,16225,2,49735.81
36203,14995,3,17653.97
36204,2528,5,10436.95
36205,11887,9,46368.83
36206,17929,9,1715.48
36207,15066,6,41151.12
36208,12196,8,28440.2
36209,4753,8,4276.47
36210,4528,3,4277.27
36211,13026,3,42759.04
36212,15881,1,10672.35
36213,4343,7,34981.83
36214,7370,4,15428.69
36215,6175,3,15060.97
36216,14447,7,26139.08
36217,9134,9,28963.15
36218,16613,5,41485.24
36219,16670,6,42116.06
36220,847,5,20053.31
36221,19868,8,33675.14
