alert_id,account_id,fraud_type,status
18135,16125,Card Not Present,Open
18136,19134,Card Not Present,Open
18137,9818,Suspicious Spend,Open
18138,19713,Identity Theft,Open
18139,2362,Identity Theft,Open
18140,6148,Suspicious Spend,Closed
18141,12075,Card Not Present,Open
18142,16720,Suspicious Spend,Closed
18143,15811,Suspicious Spend,Closed
18144,10659,Suspicious Spend,Closed
18145,7193,Suspicious Spend,Open
18146,2214,Identity Theft,Open
18147,18883,Card Not Present,Closed
18148,9538,Identity Theft,Open
18149,4942,Suspicious Spend,Closed
18150,10610,Identity Theft,Open
18151,10689,Card Not Present,Open
18152,1721,Identity Theft,Open
18153,6589,Card Not Present,Closed
18154,9871,Suspicious Spend,Open
18155,10455,Suspicious Spend,Closed
18156,11741,Suspicious Spend,Closed
18157,10089,Suspicious Spend,Open
18158,18474,Card Not Present,Closed
18159,17397,Card Not Present,Closed
18160,1203,Suspicious Spend,Open
18161,19016,Card Not Present,Closed
18162,14118,Identity Theft,Open
18163,14797,Suspicious Spend,Open
18164,3141,Suspicious Spend,Closed
18165,3124,Card Not Present,Open
18166,14305,Suspicious Spend,Open
18167,13857,Suspicious Spend,Open
18168,10315,Card Not Present,Closed
18169,16575,Identity Theft,Closed
18170,14511,Suspicious Spend,Open
18171,8750,Card Not Present,Open
18172,11137,Card Not Present,Open
18173,15749,Suspicious Spend,Open
18174,18609,Card Not Present,Open
18175,10012,Identity Theft,Open
18176,171,Identity Theft,Closed
18177,15183,Identity Theft,Closed
18178,14381,Card Not Present,Open
18179,17256,Identity Theft,Open
18180,17949,Card Not Present,Open
18181,6363,Suspicious Spend,Open
18182,14554,Suspicious Spend,Closed
18183,14312,Suspicious Spend,Open
18184,5572,Suspicious Spend,Open
18185,9412,Suspicious Spend,Open
18186,16569,Identity Theft,Open
18187,5573,Card Not Present,Closed
18188,10709,Identity Theft,Closed
18189,2981,Suspicious Spend,Open
18190,10874,Identity Theft,Closed
18191,15713,Identity Theft,Closed
18192,12043,Suspicious Spend,Open
18193,18427,Card Not Present,Open
18194,1536,Identity Theft,Open
18195,14836,Card Not Present,Closed
18196,18103,Card Not Present,Open
18197,18695,Suspicious Spend,Open
18198,5240,Suspicious Spend,Open
18199,18978,Identity Theft,Open
18200,7809,Card Not Present,Closed
18201,8005,Identity Theft,Open
18202,757,Identity Theft,Open
18203,12554,Identity Theft,Open
18204,97,Card Not Present,Open
18205,14620,Card Not Present,Open
18206,7805,Card Not Present,Open
18207,12151,Suspicious Spend,Closed
18208,3624,Identity Theft,Closed
18209,15656,Suspicious Spend,Open
18210,8749,Suspicious Spend,Open
18211,795,Card Not Present,Open
18212,6420,Card Not Present,Closed
18213,14266,Card Not Present,Open
18214,9714,Identity Theft,Closed
18215,5518,Identity Theft,Open
18216,6765,Card Not Present,Open
18217,8041,Card Not Present,Open
18218,1288,Card Not Present,Open
18219,12433,Card Not Present,Closed
18220,51,Identity Theft,Closed
18221,521,Suspicious Spend,Closed
18222,14225,Card Not Present,Closed
18223,18725,Card Not Present,Open
18224,1420,Suspicious Spend,Open
18225,5516,Identity Theft,Open
18226,2855,Card Not Present,Open
18227,18166,Card Not Present,Open
18228,17932,Suspicious Spend,Closed
18229,9877,Card Not Present,Closed
18230,8317,Identity Theft,Closed
18231,5465,Identity Theft,Open
18232,10938,Card Not Present,Closed
18233,6104,Suspicious Spend,Open
18234,5820,Identity Theft,Open
18235,13226,Suspicious Spend,Open
18236,18711,Identity Theft,Closed
18237,7878,Identity Theft,Closed
18238,14274,Identity Theft,Open
18239,13331,Identity Theft,Open
18240,3147,Suspicious Spend,Closed
18241,13109,Identity Theft,Open
18242,7459,Card Not Present,Open
18243,106,Card Not Present,Open
18244,11526,Identity Theft,Closed
18245,12104,Identity Theft,Closed
18246,7009,Identity Theft,Open
18247,52,Identity Theft,Closed
18248,7718,Card Not Present,Open
18249,17015,Card Not Present,Open
18250,1355,Card Not Present,Closed
18251,17576,Suspicious Spend,Closed
18252,4724,Identity Theft,Open
18253,15456,Card Not Present,Open
18254,17493,Card Not Present,Closed
18255,12223,Suspicious Spend,Closed
18256,15462,Identity Theft,Closed
18257,6075,Suspicious Spend,Open
18258,16810,Card Not Present,Closed
18259,15686,Identity Theft,Closed
18260,664,Suspicious Spend,Closed
18261,9323,Card Not Present,Closed
18262,12799,Identity Theft,Open
18263,17141,Card Not Present,Closed
18264,4235,Identity Theft,Closed
18265,17907,Suspicious Spend,Closed
18266,18199,Card Not Present,Open
18267,15829,Card Not Present,Closed
18268,7472,Card Not Present,Open
18269,16467,Identity Theft,Open
18270,16330,Card Not Present,Open
18271,9781,Suspicious Spend,Closed
18272,7808,Card Not Present,Open
18273,17753,Suspicious Spend,Closed
18274,9236,Suspicious Spend,Open
18275,10313,Card Not Present,Closed
18276,5703,Identity Theft,Closed
18277,4681,Identity Theft,Closed
18278,527,Identity Theft,Closed
18279,14947,Suspicious Spend,Open
18280,1960,Suspicious Spend,Open
18281,8368,Suspicious Spend,Open
18282,19955,Suspicious Spend,Closed
18283,1176,Card Not Present,Open
18284,13782,Identity Theft,Closed
18285,7956,Identity Theft,Open
18286,16832,Suspicious Spend,Closed
18287,274,Card Not Present,Closed
18288,8516,Suspicious Spend,Open
18289,13093,Identity Theft,Closed
18290,14874,Identity Theft,Open
18291,15048,Card Not Present,Open
18292,14767,Suspicious Spend,Open
18293,1649,Suspicious Spend,Open
18294,8054,Identity Theft,Open
18295,16426,Suspicious Spend,Open
18296,17244,Suspicious Spend,Open
18297,10831,Suspicious Spend,Closed
18298,431,Card Not Present,Closed
18299,2668,Identity Theft,Closed
18300,3565,Suspicious Spend,Open
18301,10839,Card Not Present,Open
18302,16504,Suspicious Spend,Closed
18303,703,Suspicious Spend,Open
18304,2563,Card Not Present,Closed
18305,9026,Card Not Present,Open
18306,6982,Identity Theft,Open
18307,7698,Card Not Present,Closed
18308,18148,Identity Theft,Open
18309,4361,Identity Theft,Closed
18310,19342,Suspicious Spend,Open
18311,2745,Suspicious Spend,Open
18312,3716,Identity Theft,Open
18313,1669,Suspicious Spend,Open
18314,9889,Card Not Present,Open
18315,1360,Card Not Present,Closed
18316,5235,Suspicious Spend,Closed
18317,6901,Card Not Present,Closed
18318,11454,Suspicious Spend,Closed
18319,7044,Card Not Present,Closed
18320,3957,Card Not Present,Open
18321,18035,Card Not Present,Open
18322,11678,Identity Theft,Open
18323,11504,Identity Theft,Closed
18324,7810,Suspicious Spend,Closed
18325,5992,Suspicious Spend,Open
18326,10945,Identity Theft,Closed
18327,8830,Suspicious Spend,Open
18328,18422,Identity Theft,Closed
18329,7673,Card Not Present,Open
18330,3085,Suspicious Spend,Closed
18331,9408,Identity Theft,Closed
18332,403,Suspicious Spend,Closed
18333,2487,Card Not Present,Closed
18334,3558,Identity Theft,Open
18335,13054,Suspicious Spend,Closed
18336,1643,Identity Theft,Open
18337,11794,Suspicious Spend,Open
18338,17955,Suspicious Spend,Closed
18339,18505,Identity Theft,Open
18340,7908,Suspicious Spend,Closed
18341,12508,Card Not Present,Closed
18342,6941,Identity Theft,Open
18343,12775,Suspicious Spend,Closed
18344,12848,Suspicious Spend,Closed
18345,1913,Identity Theft,Open
18346,176,Suspicious Spend,Open
18347,18449,Identity Theft,Closed
18348,3855,Suspicious Spend,Closed
18349,10109,Suspicious Spend,Open
18350,1115,Card Not Present,Closed
18351,12127,Suspicious Spend,Closed
18352,13628,Suspicious Spend,Closed
18353,13063,Suspicious Spend,Open
18354,17230,Suspicious Spend,Open
18355,5034,Suspicious Spend,Open
18356,8092,Suspicious Spend,Closed
18357,277,Card Not Present,Closed
18358,2225,Card Not Present,Open
18359,18075,Suspicious Spend,Open
18360,18241,Identity Theft,Closed
18361,15177,Card Not Present,Closed
18362,19755,Identity Theft,Closed
18363,4683,Suspicious Spend,Closed
18364,7770,Card Not Present,Closed
18365,11322,Identity Theft,Open
18366,40,Suspicious Spend,Closed
18367,17278,Identity Theft,Closed
18368,10129,Card Not Present,Open
18369,18925,Card Not Present,Closed
18370,8529,Card Not Present,Open
18371,9995,Suspicious Spend,Open
18372,19897,Card Not Present,Open
18373,4949,Identity Theft,Open
18374,3312,Identity Theft,Open
18375,19259,Suspicious Spend,Open
18376,2356,Identity Theft,Closed
18377,4472,Suspicious Spend,Closed
18378,10817,Identity Theft,Closed
18379,7570,Card Not Present,Closed
18380,16964,Suspicious Spend,Open
18381,9159,Card Not Present,Open
18382,444,Identity Theft,Closed
18383,13504,Identity Theft,Closed
18384,17424,Identity Theft,Open
18385,8954,Identity Theft,Closed
18386,8644,Identity Theft,Closed
18387,2241,Card Not Present,Open
18388,2191,Card Not Present,Closed
18389,17345,Suspicious Spend,Open
18390,4304,Card Not Present,Open
18391,13882,Suspicious Spend,Closed
18392,18143,Identity Theft,Closed
18393,12963,Identity Theft,Closed
18394,10511,Identity Theft,Open
18395,11618,Suspicious Spend,Open
18396,14789,Suspicious Spend,Open
18397,14783,Suspicious Spend,Open
18398,10428,Suspicious Spend,Closed
18399,19792,Card Not Present,Open
18400,18706,Card Not Present,Open
18401,5013,Suspicious Spend,Closed
18402,7352,Card Not Present,Open
18403,15391,Card Not Present,Open
18404,3052,Suspicious Spend,Open
18405,2078,Suspicious Spend,Closed
18406,16515,Identity Theft,Open
18407,7927,Identity Theft,Closed
18408,17472,Suspicious Spend,Closed
18409,2716,Identity Theft,Closed
18410,11651,Card Not Present,Closed
18411,7714,Suspicious Spend,Closed
18412,19713,Card Not Present,Open
18413,16532,Card Not Present,Open
18414,17256,Suspicious Spend,Closed
18415,16844,Identity Theft,Open
18416,8326,Suspicious Spend,Open
18417,11034,Card Not Present,Open
18418,6907,Suspicious Spend,Open
18419,8198,Identity Theft,Closed
18420,10463,Suspicious Spend,Closed
18421,19988,Card Not Present,Open
18422,2205,Card Not Present,Closed
18423,6595,Identity Theft,Open
18424,19228,Suspicious Spend,Open
18425,19857,Suspicious Spend,Open
18426,2220,Identity Theft,Open
18427,7075,Identity Theft,Open
18428,14522,Identity Theft,Closed
18429,10835,Suspicious Spend,Closed
18430,1946,Card Not Present,Closed
18431,316,Identity Theft,Closed
18432,17904,Identity Theft,Open
18433,5290,Card Not Present,Open
18434,6394,Card Not Present,Open
18435,18133,Card Not Present,Closed
18436,2719,Suspicious Spend,Closed
18437,14017,Identity Theft,Open
18438,14342,Card Not Present,Open
18439,6387,Card Not Present,Open
18440,4353,Suspicious Spend,Closed
18441,18079,Suspicious Spend,Closed
18442,3490,Card Not Present,Open
18443,10235,Suspicious Spend,Closed
18444,1717,Identity Theft,Open
18445,205,Suspicious Spend,Closed
18446,6718,Card Not Present,Open
18447,4522,Card Not Present,Open
18448,7179,Card Not Present,Open
18449,11106,Suspicious Spend,Closed
18450,14887,Identity Theft,Closed
18451,14621,Identity Theft,Closed
18452,5618,Suspicious Spend,Open
18453,14635,Identity Theft,Open
18454,14581,Suspicious Spend,Open
18455,6291,Card Not Present,Open
18456,76,Suspicious Spend,Open
18457,11775,Suspicious Spend,Open
18458,4993,Card Not Present,Open
18459,19603,Card Not Present,Closed
18460,18287,Identity Theft,Closed
18461,12134,Suspicious Spend,Closed
18462,5667,Identity Theft,Open
18463,14539,Card Not Present,Closed
18464,13626,Identity Theft,Open
18465,15380,Card Not Present,Closed
18466,9646,Card Not Present,Open
18467,12622,Card Not Present,Closed
18468,8121,Card Not Present,Closed
18469,19492,Card Not Present,Closed
18470,14261,Card Not Present,Closed
18471,9640,Suspicious Spend,Closed
18472,13180,Suspicious Spend,Open
18473,9919,Identity Theft,Open
18474,6244,Suspicious Spend,Open
18475,2333,Card Not Present,Closed
18476,11926,Suspicious Spend,Closed
18477,2647,Suspicious Spend,Open
18478,4550,Card Not Present,Closed
18479,7436,Card Not Present,Closed
18480,13503,Suspicious Spend,Closed
18481,8782,Suspicious Spend,Open
18482,7502,Identity Theft,Closed
18483,13189,Suspicious Spend,Open
18484,7237,Suspicious Spend,Closed
18485,19053,Suspicious Spend,Closed
18486,6432,Suspicious Spend,Closed
18487,7097,Identity Theft,Closed
18488,5463,Identity Theft,Closed
18489,15494,Card Not Present,Open
18490,18234,Suspicious Spend,Open
18491,11113,Card Not Present,Open
18492,15070,Identity Theft,Closed
18493,19644,Suspicious Spend,Open
18494,4037,Suspicious Spend,Open
18495,15254,Suspicious Spend,Closed
18496,192,Identity Theft,Closed
18497,14938,Identity Theft,Open
18498,1571,Card Not Present,Open
18499,4997,Identity Theft,Open
18500,16961,Suspicious Spend,Closed
18501,13229,Identity Theft,Closed
18502,10748,Suspicious Spend,Closed
18503,9341,Suspicious Spend,Open
18504,15037,Card Not Present,Closed
18505,15939,Card Not Present,Open
18506,10735,Suspicious Spend,Open
18507,8172,Identity Theft,Open
18508,12947,Card Not Present,Closed
18509,7696,Card Not Present,Open
18510,13033,Suspicious Spend,Open
18511,18815,Card Not Present,Open
18512,18258,Suspicious Spend,Closed
18513,10796,Suspicious Spend,Closed
18514,13144,Identity Theft,Closed
18515,3283,Card Not Present,Open
18516,1708,Suspicious Spend,Open
18517,838,Card Not Present,Open
18518,17107,Suspicious Spend,Closed
18519,17310,Identity Theft,Open
18520,14864,Identity Theft,Open
18521,4245,Card Not Present,Open
18522,15956,Suspicious Spend,Closed
18523,8187,Suspicious Spend,Closed
18524,19853,Suspicious Spend,Open
18525,9619,Identity Theft,Open
18526,19377,Identity Theft,Closed
18527,17417,Identity Theft,Closed
18528,12002,Identity Theft,Closed
18529,3323,Identity Theft,Open
18530,8789,Card Not Present,Open
18531,15043,Card Not Present,Closed
18532,15224,Card Not Present,Closed
18533,9530,Card Not Present,Open
18534,13194,Identity Theft,Open
18535,5209,Suspicious Spend,Closed
18536,13550,Identity Theft,Closed
18537,14376,Card Not Present,Open
18538,7524,Card Not Present,Open
18539,14241,Suspicious Spend,Closed
18540,19634,Suspicious Spend,Open
18541,6424,Suspicious Spend,Closed
18542,12120,Identity Theft,Open
18543,7468,Suspicious Spend,Open
18544,10984,Card Not Present,Closed
18545,16585,Suspicious Spend,Closed
18546,8253,Card Not Present,Open
18547,14886,Card Not Present,Closed
18548,14488,Identity Theft,Open
18549,847,Suspicious Spend,Open
18550,4819,Identity Theft,Closed
18551,7331,Suspicious Spend,Closed
18552,3646,Card Not Present,Closed
18553,7672,Identity Theft,Closed
18554,12365,Suspicious Spend,Closed
18555,18568,Card Not Present,Open
18556,5434,Identity Theft,Open
18557,16804,Suspicious Spend,Closed
18558,3435,Identity Theft,Open
18559,15339,Suspicious Spend,Open
18560,18863,Identity Theft,Closed
18561,18649,Suspicious Spend,Open
18562,9495,Card Not Present,Closed
18563,6179,Suspicious Spend,Closed
18564,13217,Suspicious Spend,Closed
18565,6504,Identity Theft,Closed
18566,19263,Identity Theft,Open
18567,19196,Card Not Present,Open
18568,3176,Suspicious Spend,Open
18569,18184,Suspicious Spend,Closed
18570,8566,Suspicious Spend,Open
18571,1345,Suspicious Spend,Closed
18572,34,Identity Theft,Open
18573,13080,Identity Theft,Closed
18574,11606,Identity Theft,Closed
18575,17251,Card Not Present,Closed
18576,5665,Card Not Present,Open
18577,17245,Suspicious Spend,Closed
18578,19051,Card Not Present,Closed
18579,3732,Identity Theft,Open
18580,5771,Suspicious Spend,Open
18581,9175,Card Not Present,Open
18582,16641,Identity Theft,Open
18583,19227,Suspicious Spend,Closed
18584,14091,Suspicious Spend,Closed
18585,6732,Card Not Present,Open
18586,9921,Identity Theft,Closed
18587,9460,Suspicious Spend,Closed
18588,655,Identity Theft,Open
18589,19353,Suspicious Spend,Closed
18590,2510,Identity Theft,Closed
18591,3646,Card Not Present,Open
18592,6948,Identity Theft,Open
18593,8111,Suspicious Spend,Open
18594,8360,Card Not Present,Open
18595,10268,Identity Theft,Closed
18596,15452,Suspicious Spend,Open
18597,8096,Card Not Present,Open
18598,15801,Card Not Present,Open
18599,15685,Identity Theft,Open
18600,10988,Identity Theft,Open
18601,15703,Identity Theft,Open
18602,9896,Identity Theft,Closed
18603,15095,Identity Theft,Open
18604,5193,Suspicious Spend,Closed
18605,19373,Card Not Present,Open
18606,3962,Card Not Present,Closed
18607,16308,Suspicious Spend,Open
18608,7228,Suspicious Spend,Open
18609,17690,Identity Theft,Closed
18610,15097,Suspicious Spend,Open
18611,12336,Card Not Present,Open
18612,13052,Identity Theft,Open
18613,2381,Card Not Present,Closed
18614,16935,Identity Theft,Closed
18615,127,Suspicious Spend,Open
18616,5486,Suspicious Spend,Closed
18617,11369,Identity Theft,Open
18618,6081,Suspicious Spend,Closed
18619,7480,Suspicious Spend,Open
18620,8620,Identity Theft,Closed
18621,9799,Suspicious Spend,Closed
18622,7478,Card Not Present,Open
18623,19489,Identity Theft,Closed
18624,13113,Card Not Present,Closed
18625,15599,Card Not Present,Closed
18626,18559,Card Not Present,Open
18627,3887,Suspicious Spend,Open
18628,13965,Card Not Present,Closed
18629,9178,Suspicious Spend,Open
18630,5137,Suspicious Spend,Closed
18631,7258,Card Not Present,Open
18632,1465,Suspicious Spend,Open
18633,10085,Suspicious Spend,Open
18634,7768,Card Not Present,Open
18635,619,Identity Theft,Closed
18636,15044,Identity Theft,Open
18637,16175,Suspicious Spend,Closed
18638,12334,Identity Theft,Closed
18639,12945,Identity Theft,Closed
18640,4027,Suspicious Spend,Open
18641,3143,Suspicious Spend,Closed
18642,17161,Card Not Present,Open
18643,11770,Card Not Present,Closed
18644,10439,Card Not Present,Open
18645,8444,Suspicious Spend,Closed
18646,5282,Card Not Present,Open
18647,11738,Card Not Present,Open
18648,13496,Card Not Present,Open
18649,3086,Card Not Present,Open
18650,18302,Card Not Present,Open
18651,15788,Identity Theft,Closed
18652,1018,Card Not Present,Closed
18653,13541,Card Not Present,Closed
18654,10478,Suspicious Spend,Open
18655,4264,Suspicious Spend,Closed
18656,10788,Card Not Present,Open
18657,5820,Suspicious Spend,Open
18658,9027,Card Not Present,Closed
18659,11950,Suspicious Spend,Open
18660,8692,Card Not Present,Open
18661,517,Suspicious Spend,Open
18662,17918,Card Not Present,Open
18663,9229,Card Not Present,Open
18664,3417,Identity Theft,Open
18665,2226,Card Not Present,Closed
18666,4344,Identity Theft,Closed
18667,16319,Card Not Present,Open
18668,12178,Card Not Present,Closed
18669,13357,Card Not Present,Open
18670,9601,Identity Theft,Closed
18671,4925,Card Not Present,Open
18672,1532,Card Not Present,Closed
18673,2450,Card Not Present,Closed
18674,6229,Identity Theft,Open
18675,8868,Suspicious Spend,Closed
18676,3380,Card Not Present,Closed
18677,2969,Identity Theft,Closed
18678,7314,Suspicious Spend,Open
18679,11352,Card Not Present,Open
18680,62,Suspicious Spend,Open
18681,17793,Suspicious Spend,Open
18682,12433,Card Not Present,Open
18683,992,Suspicious Spend,Open
18684,191,Card Not Present,Closed
18685,9467,Identity Theft,Closed
18686,19110,Identity Theft,Closed
18687,12013,Identity Theft,Closed
18688,14485,Suspicious Spend,Closed
18689,2568,Suspicious Spend,Closed
18690,11383,Suspicious Spend,Closed
18691,272,Card Not Present,Open
18692,10441,Identity Theft,Open
18693,11288,Identity Theft,Closed
18694,1503,Identity Theft,Open
18695,15436,Card Not Present,Closed
18696,9212,Identity Theft,Closed
18697,15712,Card Not Present,Closed
18698,10935,Identity Theft,Open
18699,19107,Card Not Present,Closed
18700,12849,Card Not Present,Closed
18701,888,Suspicious Spend,Closed
18702,12497,Suspicious Spend,Closed
18703,14853,Identity Theft,Open
18704,15521,Card Not Present,Open
18705,14273,Card Not Present,Closed
18706,9176,Suspicious Spend,Open
18707,11727,Card Not Present,Closed
18708,14157,Card Not Present,Open
18709,16686,Identity Theft,Open
18710,10867,Identity Theft,Closed
18711,8592,Card Not Present,Closed
18712,15417,Identity Theft,Open
18713,290,Identity Theft,Closed
18714,6469,Card Not Present,Open
18715,6965,Card Not Present,Closed
18716,13859,Identity Theft,Closed
18717,6287,Identity Theft,Closed
18718,6420,Suspicious Spend,Open
18719,10118,Identity Theft,Open
18720,10330,Suspicious Spend,Open
18721,19121,Suspicious Spend,Closed
18722,6849,Identity Theft,Closed
18723,19964,Identity Theft,Open
18724,16611,Identity Theft,Open
18725,14173,Suspicious Spend,Closed
18726,410,Card Not Present,Open
18727,750,Card Not Present,Open
18728,17662,Identity Theft,Closed
18729,9526,Suspicious Spend,Open
18730,14505,Card Not Present,Open
18731,16186,Identity Theft,Open
18732,10352,Suspicious Spend,Closed
18733,7242,Suspicious Spend,Open
18734,7424,Identity Theft,Closed
18735,3620,Suspicious Spend,Open
18736,231,Card Not Present,Open
18737,16895,Identity Theft,Closed
18738,13252,Suspicious Spend,Closed
18739,15715,Identity Theft,Open
18740,1324,Card Not Present,Open
18741,12930,Suspicious Spend,Open
18742,13487,Suspicious Spend,Open
18743,4825,Suspicious Spend,Open
18744,13770,Suspicious Spend,Open
18745,6673,Card Not Present,Open
18746,8821,Card Not Present,Open
18747,8378,Identity Theft,Closed
18748,13694,Suspicious Spend,Open
18749,9340,Identity Theft,Open
18750,1440,Card Not Present,Closed
18751,6974,Suspicious Spend,Open
18752,18360,Identity Theft,Closed
18753,5550,Identity Theft,Open
18754,55,Card Not Present,Open
18755,8650,Suspicious Spend,Open
18756,228,Card Not Present,Closed
18757,19782,Card Not Present,Closed
18758,16155,Identity Theft,Open
18759,12812,Suspicious Spend,Open
18760,16742,Suspicious Spend,Open
18761,10748,Card Not Present,Closed
18762,10376,Suspicious Spend,Closed
18763,3388,Suspicious Spend,Closed
18764,8940,Suspicious Spend,Open
18765,4758,Suspicious Spend,Open
18766,3149,Card Not Present,Closed
18767,9996,Identity Theft,Closed
18768,1665,Identity Theft,Open
18769,14241,Identity Theft,Closed
18770,5010,Suspicious Spend,Open
18771,4787,Card Not Present,Closed
18772,19108,Card Not Present,Closed
18773,17981,Card Not Present,Open
18774,2845,Identity Theft,Open
18775,11718,Suspicious Spend,Open
18776,14493,Card Not Present,Open
18777,878,Identity Theft,Open
18778,7564,Card Not Present,Open
18779,3371,Suspicious Spend,Open
18780,11760,Card Not Present,Open
18781,9980,Card Not Present,Closed
18782,11617,Card Not Present,Closed
18783,15769,Identity Theft,Closed
18784,9369,Suspicious Spend,Open
18785,13040,Card Not Present,Closed
18786,14032,Suspicious Spend,Closed
18787,18704,Identity Theft,Open
18788,12613,Suspicious Spend,Closed
18789,157,Suspicious Spend,Closed
18790,7997,Suspicious Spend,Open
18791,2218,Card Not Present,Closed
18792,18346,Identity Theft,Closed
18793,19230,Card Not Present,Open
18794,5856,Card Not Present,Closed
18795,2889,Identity Theft,Closed
18796,3170,Suspicious Spend,Closed
18797,15501,Identity Theft,Closed
18798,17179,Suspicious Spend,Closed
18799,14052,Identity Theft,Closed
18800,194,Suspicious Spend,Closed
18801,19458,Suspicious Spend,Closed
18802,14696,Identity Theft,Closed
18803,18632,Card Not Present,Closed
18804,11454,Suspicious Spend,Open
18805,11728,Card Not Present,Open
18806,13024,Identity Theft,Open
18807,1171,Suspicious Spend,Closed
18808,18555,Card Not Present,Open
18809,2326,Identity Theft,Closed
18810,2253,Suspicious Spend,Open
18811,14673,Identity Theft,Open
18812,10511,Suspicious Spend,Open
18813,1706,Identity Theft,Open
18814,15537,Suspicious Spend,Open
18815,11895,Card Not Present,Open
18816,1308,Suspicious Spend,Closed
18817,12481,Identity Theft,Closed
18818,10795,Suspicious Spend,Closed
18819,2844,Card Not Present,Closed
18820,6118,Identity Theft,Closed
18821,5949,Suspicious Spend,Open
18822,8441,Suspicious Spend,Closed
18823,2318,Identity Theft,Open
18824,14068,Card Not Present,Open
18825,17142,Identity Theft,Open
18826,16324,Card Not Present,Open
18827,15568,Card Not Present,Open
18828,18205,Suspicious Spend,Closed
18829,971,Suspicious Spend,Open
18830,9501,Suspicious Spend,Open
18831,16462,Identity Theft,Closed
18832,11520,Identity Theft,Open
18833,4207,Card Not Present,Open
18834,18685,Suspicious Spend,Open
18835,11472,Identity Theft,Closed
18836,4848,Suspicious Spend,Open
18837,15485,Identity Theft,Closed
18838,356,Suspicious Spend,Closed
18839,11109,Suspicious Spend,Open
18840,18282,Card Not Present,Open
18841,9085,Identity Theft,Closed
18842,15927,Suspicious Spend,Closed
18843,3551,Suspicious Spend,Closed
18844,10839,Card Not Present,Closed
18845,13808,Suspicious Spend,Closed
18846,14053,Suspicious Spend,Open
18847,4230,Card Not Present,Open
18848,19447,Suspicious Spend,Open
18849,3606,Identity Theft,Open
18850,14249,Suspicious Spend,Closed
18851,12428,Suspicious Spend,Open
18852,2256,Card Not Present,Closed
18853,3454,Identity Theft,Open
18854,15617,Card Not Present,Open
18855,18254,Suspicious Spend,Open
18856,13461,Card Not Present,Open
18857,3190,Suspicious Spend,Closed
18858,16879,Identity Theft,Open
18859,19266,Suspicious Spend,Closed
18860,18516,Card Not Present,Open
18861,14610,Card Not Present,Closed
18862,1084,Card Not Present,Closed
18863,16035,Card Not Present,Open
18864,14317,Identity Theft,Open
18865,16370,Identity Theft,Closed
18866,16122,Card Not Present,Open
18867,12211,Card Not Present,Open
18868,4790,Identity Theft,Open
18869,18971,Suspicious Spend,Closed
18870,89,Card Not Present,Open
18871,1333,Card Not Present,Closed
18872,10060,Suspicious Spend,Closed
18873,5715,Identity Theft,Closed
18874,16515,Identity Theft,Open
18875,1247,Card Not Present,Closed
18876,16573,Identity Theft,Closed
18877,8460,Identity Theft,Closed
18878,20,Identity Theft,Closed
18879,13190,Card Not Present,Open
18880,11638,Suspicious Spend,Open
18881,11350,Card Not Present,Open
18882,5338,Card Not Present,Open
18883,287,Card Not Present,Open
18884,2247,Suspicious Spend,Open
18885,17046,Identity Theft,Open
18886,14661,Card Not Present,Open
18887,9106,Suspicious Spend,Closed
18888,3383,Card Not Present,Open
18889,14396,Card Not Present,Open
18890,4538,Card Not Present,Open
18891,5535,Suspicious Spend,Open
18892,4170,Card Not Present,Open
18893,6804,Suspicious Spend,Open
18894,3003,Card Not Present,Closed
18895,14526,Card Not Present,Open
18896,17091,Suspicious Spend,Open
18897,5916,Card Not Present,Closed
18898,2642,Card Not Present,Open
18899,19515,Identity Theft,Closed
18900,10323,Card Not Present,Closed
18901,4294,Identity Theft,Closed
18902,12096,Identity Theft,Open
18903,15988,Suspicious Spend,Closed
18904,10988,Identity Theft,Closed
18905,945,Card Not Present,Open
18906,15517,Card Not Present,Closed
18907,908,Suspicious Spend,Closed
18908,14747,Suspicious Spend,Open
18909,10366,Card Not Present,Open
18910,16723,Suspicious Spend,Closed
18911,16305,Card Not Present,Closed
18912,4954,Suspicious Spend,Open
18913,7739,Identity Theft,Open
18914,4884,Identity Theft,Open
18915,16952,Identity Theft,Closed
18916,15069,Suspicious Spend,Closed
18917,12130,Card Not Present,Closed
18918,12225,Card Not Present,Open
18919,11619,Identity Theft,Open
18920,13302,Suspicious Spend,Open
18921,7830,Suspicious Spend,Open
18922,19455,Suspicious Spend,Open
18923,13962,Card Not Present,Open
18924,3216,Suspicious Spend,Closed
18925,9427,Identity Theft,Closed
18926,2463,Suspicious Spend,Closed
18927,5379,Card Not Present,Closed
18928,12062,Suspicious Spend,Closed
18929,11074,Identity Theft,Open
18930,7243,Card Not Present,Closed
18931,7325,Card Not Present,Open
18932,16481,Identity Theft,Open
18933,14052,Card Not Present,Open
18934,16222,Suspicious Spend,Open
18935,4732,Card Not Present,Open
18936,13085,Suspicious Spend,Open
18937,7767,Card Not Present,Closed
18938,14956,Card Not Present,Closed
18939,18461,Card Not Present,Closed
18940,11960,Suspicious Spend,Open
18941,19102,Card Not Present,Closed
18942,4405,Identity Theft,Closed
18943,19111,Card Not Present,Open
18944,15877,Suspicious Spend,Open
18945,9344,Card Not Present,Closed
18946,18849,Identity Theft,Closed
18947,16286,Identity Theft,Open
18948,3957,Identity Theft,Open
18949,17438,Card Not Present,Closed
18950,17569,Card Not Present,Closed
18951,19472,Card Not Present,Open
